Thứ tự,Tên công ty,Địa chỉ,Tỉnh,Loại hình,Điện thoại,Email,Mã số thuế,Năm thành lập,Thị trường,Chứng chỉ,Trạng thái,Website,,,,,,,,,,,,,
228,Công Ty TNHH Thương Mại Nam Vỹ,"Số 1/40 Lâm Tường, P. Hồ Nam, Q. Lê Chân, ",Tp. Hải Phòng,Thương mại,(0225) 3744139,namvyhaiphong@gmail.com,201163935,2011,Toàn quốc,,"Không cam kết về độ chính xác thông tin này,Số 1/40 Lâm Tường, P. Hồ Nam, Q. Lê Chân, ,(0225) 3744139                                 ",https://www.yellowpages.vn/lgs/1187742186/cong-ty-tnhh-thuong-mai-nam-vy.html,,,,,,,,,,,,,
229,Công Ty Cổ Phần Khai Thác Khoáng Sản Tây Ninh,"15 Võ Thị Sáu, P. 3, TP. Tây Ninh, ",Tây Ninh,"Nhà sản xuất, Thương mại",(0276) 3818677,tanimico@yahoo.com.vn,,,"Tây Ninh, Miền Đông",,"Không cam kết về độ chính xác thông tin này,15 Võ Thị Sáu, P. 3, TP. Tây Ninh, ,(0276) 3818677                                 ",https://www.yellowpages.vn/lgs/990492/cong-ty-co-phan-khai-thac-khoang-san-tay-ninh.html,,,,,,,,,,,,,
230,Công Ty CP CMISTONE Việt Nam,"Tầng 8, Tòa nhà Agribank, số 135, phố Lạc Long Quân, P. Nghĩa Đô, Q. Cầu Giấy, Tp. Hà Nội ",Hà Nội,Khoáng Sản,(024) 37875441,info@cmistone.vn,,,,,"Hơn 2 năm chưa xác minh được,Tầng 8, Tòa nhà Agribank, số 135, phố Lạc Long Quân, P. Nghĩa Đô, Q. Cầu Giấy, Tp. Hà Nội ,(024) 37875441                                ",http://www.cmistone.vn,,,,,,,,,,,,,
231,Công Ty TNHH Đầu Tư Và Tư Vấn Xây Dựng Bình Minh,"P102, Nhà E10, Ngõ 132 Trung Kính, Cầu Giấy, ",Hà Nội,Khoáng Sản,(024) 62694144,quytrungdc@gmail.com,,,,,"Hơn 2 năm chưa xác minh được,P102, Nhà E10, Ngõ 132 Trung Kính, Cầu Giấy, ,(024) 62694144                                ",http://binhminhcic.com,,,,,,,,,,,,,
232,Tổng Công Ty Cổ Phần Khoáng Sản NA Rì HAMICO,"Lũng Hoàn, Xã Xuất Hóa, TX Bắc Kạn, ",Bắc Cạn,Khoáng Sản,(0209) 6286786,,,,,,"Hơn 2 năm chưa xác minh được,Lũng Hoàn, Xã Xuất Hóa, TX Bắc Kạn, ,(0209) 6286786                                 ",http://www.narihamico.vn,,,,,,,,,,,,,
233,Vôi Hiệp Phát - Công Ty TNHH MTV Đầu Tư Sản Xuất và Thương Mại Hiệp Phát,"Bích Nhôi, Minh Tân, Kinh Môn, ",Hải Dương,Nhà sản xuất,(0220) 3522363 - Hotline: 0911 354 986,hiepphat.sale@gmail.com,800919219,2011,Toàn quốc,,"Đã xác minh: 25/10/2022  ,Bích Nhôi, Minh Tân, Kinh Môn, ,(0220) 3522363 - Hotline: 0911 354 986         ",http://voicongnghiep.bizz.vn,,,,,,,,,,,,,
234,Công Ty TNHH Tập Đoàn Đại Tiến Phát,"Khu 5, Tiên Du, Phù Ninh, ",Phú Thọ,Nhà sản xuất,(0210) 3762555,daitienphatpt@gmail.com,2600884900,2013,Toàn quốc,,"Đã xác minh: 11/10/2016  ,Khu 5, Tiên Du, Phù Ninh, ,(0210) 3762555                                 ",http://daitienphat.net.vn,,,,,,,,,,,,,
235,Vật Liệu Lọc Nước Dương Hưng - Công Ty TNHH MTV Vật Liệu Lọc Nước Dương Hưng,"Thôn Bắc, X. Cổ Dũng, H. Kim Thành, ",Hải Dương,Nhà sản xuất,913072291,duongdanhtinh1958@gmail.com,800622881,2009,"Toàn quốc, Quốc tế",,"Đã xác minh: 30/3/2022   ,Thôn Bắc, X. Cổ Dũng, H. Kim Thành, ,0913072291                              ,: X. Quang Thành, TX. Kinh Môn, Hải Dương",http://duonghung.com.vn,,,,,,,,,,,,,
236,"
Công Ty Cổ Phần Đầu Tư Và Thương Mại Doanh Nhân",59 Phạm Ngọc Thạch P. 6 Q3,",Tp. Hồ Chí Minh (TPHCM),","Nhà sản xuất, Thương mại",",(028) 38205313                               ",info@bitracorp.com,305130765,2006,Toàn quốc,,",Đã xác minh: 27/6/2017",http://bitracorp.com,,,,,,,,,,,,,
237,VINACOMIN - Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,"226 Lê Duẩn, Q. Đống Đa, ",Hà Nội,"Nhà sản xuất, Khai thác",(024) 35180141,vp.tkv@vinacomin.vn,5700100256,2005,Toàn quốc,,"Đảm bảo chính xác,226 Lê Duẩn, Q. Đống Đa, ,(024) 35180141                                ",http://vinacomin.vn,,,,,,,,,,,,,
238,Bột Đá Nam Trung - Công Ty CP Nam Trung Nghệ An,"Cụm CN Nghĩa Mỹ, TX. Thái Hòa, ",Nghệ An,Nhà sản xuất,(0238) 3810677,info@namtrungnghean.com,2900767926,2006,"Toàn quốc, Xuất khẩu",,"Đã xác minh: 27/7/2021   ,Cụm CN Nghĩa Mỹ, TX. Thái Hòa, ,(0238) 3810677                                 , Số 21 Đường Giải Phóng, P. Phương Liệt, Q. Thanh Xuân, Hà Nội.",http://namtrungnghean.com,,,,,,,,,,,,,
239,Công Ty TNHH Thương Mại Lương Hà,"K3 & K18 Khu Thương Mại Công Nghiệp Kim Thành, TP. Lào Cai, ",Lào Cai,Thương mại và dịch vụ,(0214) 3669669,luonghalc@gmail.com,5300140310,1999,"Toàn quốc, Quốc tế",,"Đã xác minh: 10/5/2018   ,K3 & K18 Khu Thương Mại Công Nghiệp Kim Thành, TP. Lào Cai, ,(0214) 3669669                                 ",http://luongha.com,,,,,,,,,,,,,
240,Công Ty CP Mitco Việt Nam,"409 Tam Trinh, Q. Hoàng Mai, ",Hà Nội,"Nhà sản xuất, Thương mại",(024) 62544527,tranhungmitco@outlook.com.vn,106111366,1996,Toàn quốc,"
ISO 9001:2008","Đã xác minh: 2/8/2018    ,409 Tam Trinh, Q. Hoàng Mai, ,(024) 62544527                                ",https://www.yellowpages.vn/lgs/1187796327/cong-ty-cp-mitco-viet-nam.html,,,,,,,,,,,,,
241,Công Ty TNHH MTV Đầu Tư Và Kinh Doanh Khoáng Sản Vinaconex,"75 Lê Hồng Phong, P. 7, Tp. Vũng Tàu, ",Bà Rịa-Vũng Tàu,Khoáng Sản,(0254) 3851406,vinaconexkhoangsan_75@yahoo.com,,,,,"Không cam kết về độ chính xác thông tin này,75 Lê Hồng Phong, P. 7, Tp. Vũng Tàu, ,(0254) 3851406                                 ",http://www.khoangsanvinaconex.com.vn,,,,,,,,,,,,,
242,Công Ty Cổ Phần Khai Thác Khoáng Sản 699 Quảng Nam,"Khối 6, TT. Khâm Đức, H. Phước Sơn, ",Quảng Nam,Khoáng Sản,(0235) 2216612,,,,,,"Không cam kết về độ chính xác thông tin này,Khối 6, TT. Khâm Đức, H. Phước Sơn, ,(0235) 2216612                                 ",https://www.yellowpages.vn/lgs/1137264/cong-ty-co-phan-khai-thac-khoang-san-699-quang-nam.html,,,,,,,,,,,,,
243,Công Ty Thương Mại Du Lịch Đầu Tư & Phát Triển Khoáng Sản,"6 Phạm Ngũ Lão, Q. Hoàn Kiếm, ",Hà Nội,Khoáng Sản,(024) 39330754,,,,,,"Không cam kết về độ chính xác thông tin này,6 Phạm Ngũ Lão, Q. Hoàn Kiếm, ,(024) 39330754                                ",https://www.yellowpages.vn/lgs/730104/cong-ty-thuong-mai-du-lich-dau-tu---phat-trien-khoang-san.html,,,,,,,,,,,,,
244,Công Ty Cổ Phần ECOTECH Việt Nam,"Lô 58, TT4, KĐT Mới Mỹ Đình, Mễ Trì, Từ Liêm, ",Hà Nội,Khoáng Sản,(024) 3787045,info@ecotech.vn,,,,,"Không cam kết về độ chính xác thông tin này,Lô 58, TT4, KĐT Mới Mỹ Đình, Mễ Trì, Từ Liêm, ,(024) 3787045                                 ",http://www.ecotech.vn,,,,,,,,,,,,,
245,Công Ty Cổ Phần Xây Dựng Và Thương Mại Lepro Việt Nam,"Phòng 607, Nhà 178T, THNC, Thanh Xuân, Hà Nội ",Tp. Hồ Chí Minh (TPHCM),Khoáng Sản,(028) 5576082,info@leprocons.com.vn,,,,,"Hơn 2 năm chưa xác minh được,Phòng 607, Nhà 178T, THNC, Thanh Xuân, Hà Nội ,(028) 5576082                                 ",http://www.leprocons.com.vn,,,,,,,,,,,,,
246,VMC - Công Ty TNHH Hóa Chất & Khoáng Sản VMC,"18 Ngách 12/21,Đào Tấn, Q. Ba Đình, ",Hà Nội,Khoáng Sản,(024) 37664964,vinhtd_vmc@hn.vnn.vn,,,,,"Hơn 2 năm chưa xác minh được,18 Ngách 12/21,Đào Tấn, Q. Ba Đình, ,(024) 37664964                                ",https://www.yellowpages.vn/lgs/1316106/vmc-cong-ty-tnhh-hoa-chat---khoang-san-vmc.html,,,,,,,,,,,,,
247,Vôi Hương Hải - Công Ty TNHH Hương Hải Group,"Ô 2, Khu Biệt Thự Cao Cấp Đường Hạ Long, P. Bãi Cháy, TP. Hạ Long, ",Quảng Ninh,Nhà sản xuất,(0203) 6560186,sales@vietnamlime.com,5700252932,1998,Toàn quốc,,"Đã xác minh: 16/4/2019   ,Ô 2, Khu Biệt Thự Cao Cấp Đường Hạ Long, P. Bãi Cháy, TP. Hạ Long, ,(0203) 6560186                                 , 27A6, Đầm Khu đô thị Trà, Hà Nội, Việt Nam.",http://vietnamlime.com,,,,,,,,,,,,,
248,TT Shipping - Công Ty TNHH Vận Tải Biển Trung Thành,"14D1 Thảo Điền, P. Thảo Điền, Q. 2, ",Tp. Hồ Chí Minh (TPHCM),Dịch vụ,915641635,info@ttshipping.vn,312861886,2014,"Việt Nam, Châu Á",,"Đã xác minh: 17/3/2021   ,14D1 Thảo Điền, P. Thảo Điền, Q. 2, ,0915641635                              ",http://ttshipping.vn,,,,,,,,,,,,,
249,Công Ty TNHH Cơ Khí Khoáng Sản Quế Lâm,"TT. Đinh Giang, Linh Xuyên, Quế Lâm, Quảng Tây, ",,Nhà sản xuất,988837468,nga@guikuang.com,,1973,"Toàn quốc, Quốc tế",,"Đã xác minh: 24/3/2020   ,TT. Đinh Giang, Linh Xuyên, Quế Lâm, Quảng Tây, ,0988837468                              ",http://gkpulverizer.com,,,,,,,,,,,,,
250,Xí Nghiệp Chế Biến Lâm Sản Xuất Khẩu Pisico - Chi Nhánh Pisico,"Khu Vực 7, P. Nhơn Phú, TP. Quy Nhơn, ",Bình Định,Nhà sản xuất,(0256) 3514018,pisico1@pisico1.com.vn,4100258987-001,1998,Toàn quốc,,"Đã xác minh: 19/9/2019   ,Khu Vực 7, P. Nhơn Phú, TP. Quy Nhơn, ,(0256) 3514018                                 ",http://pisico.com.vn,,,,,,,,,,,,,
251,Công Ty Cổ Phần Khoáng Chất Công Nghiệp Việt Nam,"TDP Số 6, TT Quang Minh, H. Mê Linh, ",Hà Nội,Thương mại và dịch vụ,(024) 62951338,info@khoangchatcongnghiep.com,105770849,2012,"Toàn quốc, Quốc tế",,"Đã xác minh: 18/12/2019  ,TDP Số 6, TT Quang Minh, H. Mê Linh, ,(024) 62951338                                ",http://www.khoangchatcongnghiep.com,,,,,,,,,,,,,
252,Miền Nam - Công Ty Cổ Phần Khai Thác Khoáng Sản & Xây Dựng Miền Nam,"ấp Song Vĩnh, X. Tân Phước,H. Tân Thành, ",Bà Rịa-Vũng Tàu,Khoáng Sản,(0254) 3894603,,,,,,"Không cam kết về độ chính xác thông tin này,ấp Song Vĩnh, X. Tân Phước,H. Tân Thành, ,(0254) 3894603                                 ",https://www.yellowpages.vn/lgs/1099998/mien-nam-cong-ty-co-phan-khai-thac-khoang-san---xay-dung-mien-nam.html,,,,,,,,,,,,,
253,Tây Bắc - Công Ty Cổ Phần Xây Dựng Khai Thác Chế Biến Khoáng Sản Tây Bắc,"6B Ngõ 155, Hẻm 37/3,Cầu Giấy, Q. Cầu Giấy, ",Hà Nội,Khoáng Sản,(024) 37671752,,,,,,"Không cam kết về độ chính xác thông tin này,6B Ngõ 155, Hẻm 37/3,Cầu Giấy, Q. Cầu Giấy, ,(024) 37671752                                ",https://www.yellowpages.vn/lgs/717567/tay-bac-cong-ty-co-phan-xay-dung-khai-thac-che-bien-khoang-san-tay-bac.html,,,,,,,,,,,,,
254,Công Ty Cổ Phần Khoáng Sản Công Nghiệp Miền Bắc,"Văn Phòng Giao Dịch: Ô Số 11, Lô 1A.1.2, N02 KĐT Mỹ Đình 1, Mỹ Đình, Q. Nam Từ Liêm, ",Hà Nội,Khoáng Sản,"(024) 6295757, 0914 573 223,                  ",info@talcvietnam.com.vn,200644481,,,,"Không cam kết về độ chính xác thông tin này,Văn Phòng Giao Dịch: Ô Số 11, Lô 1A.1.2, N02 KĐT Mỹ Đình 1, Mỹ Đình, Q. Nam Từ Liêm, ,(024) 6295757, 0914 573 223,                  ,",http://talcvietnam.com.vn,,,,,,,,,,,,,
255,Công Ty Cổ Phần 3.2,"Km1322 Quốc Lộ 1, X. An Phú, Tp. Tuy Hòa, ",Phú Yên,Khoáng Sản,(0257) 3793121,,,,,,"Hơn 2 năm chưa xác minh được,Km1322 Quốc Lộ 1, X. An Phú, Tp. Tuy Hòa, ,(0257) 3793121                                 ",https://www.yellowpages.vn/lgs/698742/cong-ty-co-phan-3.2.html,,,,,,,,,,,,,
256,Xí Nghiệp Graphit Khai Thác Tuyến Lọc,"X. Cổ Phúc, H. Trấn Yên, ",Yên Bái,Khoáng Sản,(0216) 3825114,,,,,,"Hơn 2 năm chưa xác minh được,X. Cổ Phúc, H. Trấn Yên, ,(0216) 3825114                                 ",https://www.yellowpages.vn/lgs/723813/xi-nghiep-graphit-khai-thac-tuyen-loc.html,,,,,,,,,,,,,
257,Khoáng Sản Hachico - Công Ty TNHH Khoáng Sản Hachico Việt Nam,"Số 5, Ngách 140/30 Phố Đông Thiên, P. Vĩnh Hưng, Q. Hoàng Mai,, ",Hà Nội,"Nhà sản xuất, Thương mại",969826438,khoangsanhachico.kd1@gmail.com,109974635,,Toàn quốc,,"Đã xác minh: 28/11/2022  ,Số 5, Ngách 140/30 Phố Đông Thiên, P. Vĩnh Hưng, Q. Hoàng Mai,, ,0969826438                              , KCN Kiện Khê, H. Thanh Liêm, Tỉnh Hà Nam",http://botdavoihanam.com,,,,,,,,,,,,,
258,Khoáng Sản Hóa Chất JAVICHEM - Công Ty TNHH Khoáng Sản Nhật Việt,"Tầng 4, Tòa Nhà SaigonHome, Số 39 Nguyễn Bỉnh Khiêm, P. 1, Q. Gò Vấp, ",Tp. Hồ Chí Minh (TPHCM),"Nhà sản xuất, Thương mại","(028) 37650660, 35001794, 0901348179          ",info@javichem.com,306090804,2008,"Toàn quốc, Xuất khẩu","
ISO 9001:2000","Đã xác minh: 21/7/2021   ,Tầng 4, Tòa Nhà SaigonHome, Số 39 Nguyễn Bỉnh Khiêm, P. 1, Q. Gò Vấp, ,(028) 37650660, 35001794, 0901348179          ",http://javichem.com,,,,,,,,,,,,,
259,Công Ty Cổ Phần Khoáng Sản Và Cơ Khí,"Số 2 Đặng Thái Thân, Q. Hoàn Kiếm, ",Hà Nội,Nhà sản xuất,(024) 38265106,ksck@mimeco.vn,100102580,1993,Toàn quốc,,"Đã xác minh: 16/9/2019   ,Số 2 Đặng Thái Thân, Q. Hoàn Kiếm, ,(024) 38265106                                ",http://www.mimeco.vn,,,,,,,,,,,,,
260,Công Ty TNHH Khai Thác Khoáng Sản Tuấn Hùng,"X. Châu Hồng, H. Quỳ Hợp, ",Nghệ An,Nhà sản xuất,976983555,tuanha1963@gmail.com,,2007,"Nội tỉnh, Lân cận",,"Không cam kết về độ chính xác thông tin này,X. Châu Hồng, H. Quỳ Hợp, ,0976983555                              ",https://www.yellowpages.vn/lgs/1187713941/cong-ty-tnhh-khai-thac-khoang-san-tuan-hung.html,,,,,,,,,,,,,
261,Công Ty Cổ Phần Tập Đoàn Etech Việt Nam,"Số 2, Ngách 95/139, Phố Thúy Lĩnh, P. Lĩnh Nam, Q. Hoàng Mai, ",Hà Nội,Khoáng Sản,(024) 22150510,Etechvietnam@gmail.com,,,,,"Không cam kết về độ chính xác thông tin này,Số 2, Ngách 95/139, Phố Thúy Lĩnh, P. Lĩnh Nam, Q. Hoàng Mai, ,(024) 22150510                                ",http://www.etechvietnam.com.vn,,,,,,,,,,,,,
262,Sơn Phú - Công Ty Cổ Phần Đầu Tư Sơn Phú,"131/2 Phố Tây Trà, Hoàng Mai, Hà Nội ",Hà Nội,Khoáng Sản,(024) 36339899,sonphu.jsc@vnn.vn,,,,,"Không cam kết về độ chính xác thông tin này,131/2 Phố Tây Trà, Hoàng Mai, Hà Nội ,(024) 36339899                                ",http://www.sonphu.vn,,,,,,,,,,,,,
263,Quốc Tế Việt Mỹ - Vpđd Công Ty TNHH Khoáng Sản Quốc Tế Việt Mỹ,"Khu Công Nghiệp Đông Xuyên, Tp. Vũng Tàu, ",Bà Rịa-Vũng Tàu,Khoáng Sản,(0254) 38446104,,,,,,"Không cam kết về độ chính xác thông tin này,Khu Công Nghiệp Đông Xuyên, Tp. Vũng Tàu, ,(0254) 38446104                                ",https://www.yellowpages.vn/lgs/119325210/quoc-te-viet-my-vpdd-cong-ty-tnhh-khoang-san-quoc-te-viet-my.html,,,,,,,,,,,,,
264,Công Ty TNHH Thương Mại Và Kỹ Thuật Việt Nhật,"Số 221, Tổ 7, P. Thắng Lợi, TX. Sông Công, ",Thái Nguyên,Nhà sản xuất,(0208) 3509716,contact@vietnhatgroup.com,4600513018,2009,Toàn quốc,,"Hơn 2 năm chưa xác minh được,Số 221, Tổ 7, P. Thắng Lợi, TX. Sông Công, ,(0208) 3509716                                 ",http://vietnhatgroup.com,,,,,,,,,,,,,
265,Khoáng Sản Hà Nam - Công Ty TNHH Khoáng Sản Đá Vôi Hà Nam,"KCN Kiện Khê, H. Thanh Liêm, ",Hà Nam,"Nhà sản xuất, Dịch vụ","0904618922, 0904687922, 0904612922      ",khoangsanhanamvn@gmail.com,108800192,2019,Toàn quốc,,"Đã xác minh: 7/5/2022    ,KCN Kiện Khê, H. Thanh Liêm, ,0904618922, 0904687922, 0904612922      , KCN Kiện Khê - H. Thanh Liêm - Hà Nam",http://khoangsanhanam.vn,,,,,,,,,,,,,
266,ASUKA Exports,"Số 289, New Street, Ayavoo Colony, Aminjikarai, Chennai, ấn Độ ",,Khoáng Sản,+914443063070,asukaexport@gmail.com,,,,,"Đã xác minh: 7/1/2015    ,Số 289, New Street, Ayavoo Colony, Aminjikarai, Chennai, ấn Độ ,+914443063070                           ",http://asukaminerals.com,,,,,,,,,,,,,
267,Ningxia Panson Coal and Carbon Co.LTD,"Tòa Nhà CBD Insurance, Đường Shuangzi, Jinfeng Area, TP. Yinchuan, TT. Ningxia ",,Nhà sản xuất,+86 51162367,alyssa@nxpanson.com,,1992,,,"Đã xác minh: 19/11/2019  ,Tòa Nhà CBD Insurance, Đường Shuangzi, Jinfeng Area, TP. Yinchuan, TT. Ningxia ,+86 51162367                            ",http://nxpansons.com,,,,,,,,,,,,,
268,Hiệp Phú - Công Ty Cổ Phần Hiệp Phú,"KCN Gia Hiệp, H. Di Linh, ",Lâm Đồng,Nhà sản xuất,(0263) 3781009,cophanhiepphu@gmail.com,5800368994,2002,Toàn quốc,"
ISO 9001:2000","Đã xác minh: 23/9/2019   ,KCN Gia Hiệp, H. Di Linh, ,(0263) 3781009                                 ",http://www.hiepphubentonite.com.vn,,,,,,,,,,,,,
269,Công Ty Cổ Phần Nhật Anh,"Khu B, KCN Sông Công 1, P. Bách Quang, TP. Sông Công, ",Thái Nguyên,Nhà sản xuất,(0208) 6272868,ctycophannhatanhtn@gmail.com,4600361929,2004,"Toàn quốc, Xuất khẩu",,"Đã xác minh: 17/9/2019   ,Khu B, KCN Sông Công 1, P. Bách Quang, TP. Sông Công, ,(0208) 6272868                                 ",http://ctcpnhatanhtn.com,,,,,,,,,,,,,
270,Công Ty Cổ Phần Nông Cao,"Quyết Thắng, TP. Thái Nguyên, ",Thái Nguyên,Khoáng Sản,913881961,nongcaotn@gmail.com,,,,,"Không cam kết về độ chính xác thông tin này,Quyết Thắng, TP. Thái Nguyên, ,0913881961                              ",https://www.yellowpages.vn/lgs/1187693316/cong-ty-co-phan-nong-cao.html,,,,,,,,,,,,,
271,Phương Đông - Công Ty TNHH Một Thành Viên Phương Đông,"Thôn Tích Phú, X. Đại Hiệp,H. Đại Lộc, ",Quảng Nam,Khoáng Sản,(0235) 3762110,,,,,,"Không cam kết về độ chính xác thông tin này,Thôn Tích Phú, X. Đại Hiệp,H. Đại Lộc, ,(0235) 3762110                                 ",https://www.yellowpages.vn/lgs/1137942/phuong-dong-cong-ty-tnhh-mot-thanh-vien-phuong-dong.html,,,,,,,,,,,,,
272,Biotan - Công Ty Cổ Phần Khoáng Sản Biotan,"422 Nguyễn Thái Học, P. Quang Trung, Tp. Quy Nhơn, ",Bình Định,Khoáng Sản,(0256) 3646335,,,,,,"Không cam kết về độ chính xác thông tin này,422 Nguyễn Thái Học, P. Quang Trung, Tp. Quy Nhơn, ,(0256) 3646335                                 ",https://www.yellowpages.vn/lgs/1172721/biotan-cong-ty-co-phan-khoang-san-biotan.html,,,,,,,,,,,,,
273,Thạnh Phát - Công Ty TNHH Thạnh Phát,"Tổ 53,Khu 5, P. Hiệp Thành, TX. Thủ Dầu Một, ",Bình Dương,Khoáng Sản,(0274) 3833868,,,,,,"Không cam kết về độ chính xác thông tin này,Tổ 53,Khu 5, P. Hiệp Thành, TX. Thủ Dầu Một, ,(0274) 3833868                                 ",https://www.yellowpages.vn/lgs/1201344/thanh-phat-cong-ty-tnhh-thanh-phat.html,,,,,,,,,,,,,
274,Ninh Hà - Công Ty TNHH Ninh Hà,"844D Quốc Lộ 52, P. Hiệp Phú, Q. 9, ",Tp. Hồ Chí Minh (TPHCM),Khoáng Sản,(028) 37308543,,,,,,"Không cam kết về độ chính xác thông tin này,844D Quốc Lộ 52, P. Hiệp Phú, Q. 9, ,(028) 37308543                                ",https://www.yellowpages.vn/lgs/1166943/ninh-ha-cong-ty-tnhh-ninh-ha.html,,,,,,,,,,,,,
275,Đồng Thiện - Công Ty Cổ Phần Đồng Thiện,"21/26 Nguyễn Thiện Thuật, P. 2, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),Khoáng Sản,(028) 38325171,,,,,,"Không cam kết về độ chính xác thông tin này,21/26 Nguyễn Thiện Thuật, P. 2, Q. 3, ,(028) 38325171                                ",https://www.yellowpages.vn/lgs/1060503/dong-thien-cong-ty-co-phan-dong-thien.html,,,,,,,,,,,,,
276,Doanh Nghiệp Tư Nhân Xí Nghiệp Thương Mại Minh Huệ,"Khu 2,TT. Mạo Khê, H. Đông Triều, ",Quảng Ninh,Khoáng Sản,(0203) 3871126,,,,,,"Không cam kết về độ chính xác thông tin này,Khu 2,TT. Mạo Khê, H. Đông Triều, ,(0203) 3871126                                 ",https://www.yellowpages.vn/lgs/1301418/doanh-nghiep-tu-nhan-xi-nghiep-thuong-mai-minh-hue.html,,,,,,,,,,,,,
277,Công Ty CP TLD Việt Nam,"Tâng 6. Tòa Nhà Generalexim, Số 130 Nguyễn Đức Cảnh, Q. Hoàng Mai, ",Hà Nội,Thương mại,(024) 32002146,info@tldvietnam.com,107571302,2016,"Toàn quốc, Quốc tế",,"Đã xác minh: 21/7/2021   ,Tâng 6. Tòa Nhà Generalexim, Số 130 Nguyễn Đức Cảnh, Q. Hoàng Mai, ,(024) 32002146                                ",http://tldvietnam.com,,,,,,,,,,,,,
278,Công Ty TNHH Vĩnh Phát MTG,"Số 56C5/56 An Khê 1, Phường Đằng Lâm, Quận Hải An, ",Tp. Hải Phòng,Nhà sản xuất,+84.814080580,vinhphat.mtg@gmail.com,202112387,2020,"Toàn quốc, Quốc tế",,"Đã xác minh: 16/9/2022   ,Số 56C5/56 An Khê 1, Phường Đằng Lâm, Quận Hải An, ,+84.814080580                           ",http://minhthanhimex.com,,,,,,,,,,,,,
279,A R Mines Industries,"Lô Đất Số 21, 22, 23 & D-3/15, KCN Kakoda, Đường Sanguem, Kakoda, , ",Curchorem-Goa,Nhà sản xuất,9011230235,arminesind@gmail.com,"
AAQFA3930R",2009,"Việt Nam, Châu Phi","
ISO 9001:2015","Đã xác minh: 26/12/2019  ,Lô Đất Số 21, 22, 23 & D-3/15, KCN Kakoda, Đường Sanguem, Kakoda, , ,9011230235                              ",http://arminesind.com,,,,,,,,,,,,,
280,Khoáng Sản Hoàng Gia - Công Ty CP Tập Đoàn Khoáng Sản Hoàng Gia,"Xóm Đồng Sòng, X. Đồng Hợp, H. Quỳ Hợp, ",Nghệ An,Nhà sản xuất,988841080,info@hoanggiamineralgroup.com.vn,2900610805,2004,"Toàn quốc, Quốc tế",ISO 9001:2015,"Đã xác minh: 24/7/2021   ,Xóm Đồng Sòng, X. Đồng Hợp, H. Quỳ Hợp, ,0988841080                              ",http://hoanggiamineralgroup.com,,,,,,,,,,,,,
281,Hóa Chất VINACHEM - Tập Đoàn Công Nghiệp Hóa Chất Việt Nam,"1A Tràng Tiền, Q. Hoàn Kiếm, ",Hà Nội,Nhà sản xuất,(024) 38240551,infor.office@vinachem.com.vn,100100061,1998,"Việt Nam, Châu Á",,"Đã xác minh: 1/9/2021    ,1A Tràng Tiền, Q. Hoàn Kiếm, ,(024) 38240551                                ",http://vinachem.com.vn,,,,,,,,,,,,,
282,Công Ty Cổ Phần Trung Đức,"Xã Nghi Khánh, H. Nghi Lộc, ",Nghệ An,Khoáng Sản,(0238) 3945230,ctytrungducnk@yahoo.com,,,,,"Không cam kết về độ chính xác thông tin này,Xã Nghi Khánh, H. Nghi Lộc, ,(0238) 3945230                                 ",http://trungducjsc.net,,,,,,,,,,,,,
283,Sơn Đá Kosaxumi - Công Ty TNHH Kosaxumi Việt Nam,"Số 5 NV01, KĐT Tổng Cục 5 Yên Xá, X. Tân Triều, H. Thanh Trì, ",Hà Nội,"Nhà sản xuất, Thương mại","(024) 0966850680, 0965900466                  ",kosaxumi.fcm@gmail.com,106163798,2013,Toàn quốc,,"Đã xác minh: 19/7/2021   ,Số 5 NV01, KĐT Tổng Cục 5 Yên Xá, X. Tân Triều, H. Thanh Trì, ,(024) 0966850680, 0965900466                  ",http://kosaxumi.com,,,,,,,,,,,,,
284,Khoáng Sản An Bình - Công Ty TNHH Thương Mại Dịch Vụ Khai Thác Khoáng Sản An Bình,"472/18 Cách Mạng Tháng Tám, P. 11, Q. 3, ",Tp. Hồ Chí Minh (TPHCM),Nhà sản xuất,911110515,khoangsananbinh@gmail.com,313305987,2015,Toàn quốc,,"Đã xác minh: 15/6/2020   ,472/18 Cách Mạng Tháng Tám, P. 11, Q. 3, ,0911110515                              ",https://www.yellowpages.vn/lgs/1187889873/khoang-san-an-binh-cong-ty-tnhh-thuong-mai-dich-vu-khai-thac-khoang-san-an-binh.html,,,,,,,,,,,,,
285,Tường Phú - Công Ty TNHH Xây Dựng Thương Mại & Xuất Nhập Khẩu Tường Phú,"62/22 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạnh, ",Tp. Hồ Chí Minh (TPHCM),Khoáng Sản,(028) 35113763,,,,,,"Không cam kết về độ chính xác thông tin này,62/22 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạnh, ,(028) 35113763                                ",https://www.yellowpages.vn/lgs/1053870/tuong-phu-cong-ty-tnhh-xay-dung-thuong-mai---xuat-nhap-khau-tuong-phu.html,,,,,,,,,,,,,
